danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.688,0.658,1,-9.465,1,0.24,0.185,3.61E-06,0.387,0.449,110.896,audio_features,3dPDhQhmEOa68EGWXIgDsZ,spotify:track:3dPDhQhmEOa68EGWXIgDsZ,https://api.spotify.com/v1/tracks/3dPDhQhmEOa68EGWXIgDsZ,https://api.spotify.com/v1/audio-analysis/3dPDhQhmEOa68EGWXIgDsZ,169184,3
0.552,0.783,7,-4.138,0,0.0504,0.00887,0.00026,0.0954,0.575,79.984,audio_features,2sKAKjhqF72HeGCOYfK7Sp,spotify:track:2sKAKjhqF72HeGCOYfK7Sp,https://api.spotify.com/v1/tracks/2sKAKjhqF72HeGCOYfK7Sp,https://api.spotify.com/v1/audio-analysis/2sKAKjhqF72HeGCOYfK7Sp,231413,4
0.748,0.783,10,-4.419,0,0.0558,0.0167,1.58E-05,0.314,0.935,120.049,audio_features,7nuQ1LgM6l5FLaJmlODoqj,spotify:track:7nuQ1LgM6l5FLaJmlODoqj,https://api.spotify.com/v1/tracks/7nuQ1LgM6l5FLaJmlODoqj,https://api.spotify.com/v1/audio-analysis/7nuQ1LgM6l5FLaJmlODoqj,160144,4
0.713,0.783,1,-8.758,0,0.0657,0.00367,0.104,0.084,0.605,137.045,audio_features,05Ejuz7GkoJN3OD4wkKJlK,spotify:track:05Ejuz7GkoJN3OD4wkKJlK,https://api.spotify.com/v1/tracks/05Ejuz7GkoJN3OD4wkKJlK,https://api.spotify.com/v1/audio-analysis/05Ejuz7GkoJN3OD4wkKJlK,172000,4
0.55,0.783,7,-4.138,0,0.0495,0.00887,0.00026,0.0954,0.582,79.984,audio_features,65O3DcTxPfARKT7SOWKRpN,spotify:track:65O3DcTxPfARKT7SOWKRpN,https://api.spotify.com/v1/tracks/65O3DcTxPfARKT7SOWKRpN,https://api.spotify.com/v1/audio-analysis/65O3DcTxPfARKT7SOWKRpN,231413,4
0.34,0.783,9,-4.548,1,0.069,0.00859,0,0.0546,0.389,82.343,audio_features,0cdoqak1jsxNjlpNbrFl15,spotify:track:0cdoqak1jsxNjlpNbrFl15,https://api.spotify.com/v1/tracks/0cdoqak1jsxNjlpNbrFl15,https://api.spotify.com/v1/audio-analysis/0cdoqak1jsxNjlpNbrFl15,185698,4
0.72,0.783,0,-6.962,1,0.0949,0.727,0.000392,0.439,0.891,163.911,audio_features,2hFNlzboA8rKPSgQs4eR4C,spotify:track:2hFNlzboA8rKPSgQs4eR4C,https://api.spotify.com/v1/tracks/2hFNlzboA8rKPSgQs4eR4C,https://api.spotify.com/v1/audio-analysis/2hFNlzboA8rKPSgQs4eR4C,147920,4
0.622,0.783,7,-7.629,1,0.117,0.37,6.24E-05,0.0721,0.799,121.858,audio_features,0UXrpR6Rbic8VVlND6Izy1,spotify:track:0UXrpR6Rbic8VVlND6Izy1,https://api.spotify.com/v1/tracks/0UXrpR6Rbic8VVlND6Izy1,https://api.spotify.com/v1/audio-analysis/0UXrpR6Rbic8VVlND6Izy1,763820,4
0.34,0.783,9,-4.548,1,0.069,0.00859,0,0.0546,0.389,82.343,audio_features,2s3sP2qBIm1w9e4wce7BE8,spotify:track:2s3sP2qBIm1w9e4wce7BE8,https://api.spotify.com/v1/tracks/2s3sP2qBIm1w9e4wce7BE8,https://api.spotify.com/v1/audio-analysis/2s3sP2qBIm1w9e4wce7BE8,185698,4
0.713,0.783,0,-6.408,1,0.0401,0.132,0,0.179,0.944,105.991,audio_features,1AlBQrnedhc7BsFMDT7cZr,spotify:track:1AlBQrnedhc7BsFMDT7cZr,https://api.spotify.com/v1/tracks/1AlBQrnedhc7BsFMDT7cZr,https://api.spotify.com/v1/audio-analysis/1AlBQrnedhc7BsFMDT7cZr,236800,4
0.896,0.783,2,-3.595,1,0.131,0.0256,1.21E-06,0.102,0.601,150.917,audio_features,465m254li9DBiI5kBxdzvm,spotify:track:465m254li9DBiI5kBxdzvm,https://api.spotify.com/v1/tracks/465m254li9DBiI5kBxdzvm,https://api.spotify.com/v1/audio-analysis/465m254li9DBiI5kBxdzvm,203479,4
0.54,0.783,2,-9.19,1,0.035,0.00296,0.0472,0.129,0.246,127.932,audio_features,5KAIAoO9GieoBPrb1QgiEF,spotify:track:5KAIAoO9GieoBPrb1QgiEF,https://api.spotify.com/v1/tracks/5KAIAoO9GieoBPrb1QgiEF,https://api.spotify.com/v1/audio-analysis/5KAIAoO9GieoBPrb1QgiEF,196000,4
0.271,0.783,2,-10.083,1,0.033,0.0816,0.944,0.36,0.315,79.988,audio_features,7jeWgAikxS08ox931NbkHU,spotify:track:7jeWgAikxS08ox931NbkHU,https://api.spotify.com/v1/tracks/7jeWgAikxS08ox931NbkHU,https://api.spotify.com/v1/audio-analysis/7jeWgAikxS08ox931NbkHU,154576,4
0.34,0.783,9,-4.548,1,0.069,0.00859,0,0.0546,0.389,82.343,audio_features,0Z7508iU5JfWqO3sR4Vbzm,spotify:track:0Z7508iU5JfWqO3sR4Vbzm,https://api.spotify.com/v1/tracks/0Z7508iU5JfWqO3sR4Vbzm,https://api.spotify.com/v1/audio-analysis/0Z7508iU5JfWqO3sR4Vbzm,185698,4
0.748,0.783,1,-4.601,1,0.272,0.354,0,0.097,0.704,91.069,audio_features,1dmYev8P3Jupdmw1DIw0VY,spotify:track:1dmYev8P3Jupdmw1DIw0VY,https://api.spotify.com/v1/tracks/1dmYev8P3Jupdmw1DIw0VY,https://api.spotify.com/v1/audio-analysis/1dmYev8P3Jupdmw1DIw0VY,245093,4
0.775,0.908,10,-5.038,0,0.0666,1.54E-05,0.947,0.0776,0.482,128.009,audio_features,1oiwwigZyRhnCdeD2OuRRy,spotify:track:1oiwwigZyRhnCdeD2OuRRy,https://api.spotify.com/v1/tracks/1oiwwigZyRhnCdeD2OuRRy,https://api.spotify.com/v1/audio-analysis/1oiwwigZyRhnCdeD2OuRRy,273750,4
0.672,0.908,2,-9.872,1,0.0721,0.112,0.715,0.171,0.644,170.068,audio_features,33tfI0AD07XMVk3Kpmon9c,spotify:track:33tfI0AD07XMVk3Kpmon9c,https://api.spotify.com/v1/tracks/33tfI0AD07XMVk3Kpmon9c,https://api.spotify.com/v1/audio-analysis/33tfI0AD07XMVk3Kpmon9c,345551,4
0.831,0.908,11,-4.639,1,0.0597,0.299,0,0.0897,0.87,133.666,audio_features,6Rmrcu6lPiERaYTfe2KhDq,spotify:track:6Rmrcu6lPiERaYTfe2KhDq,https://api.spotify.com/v1/tracks/6Rmrcu6lPiERaYTfe2KhDq,https://api.spotify.com/v1/audio-analysis/6Rmrcu6lPiERaYTfe2KhDq,159739,4
0.47,0.908,7,-2.291,1,0.291,7.52E-05,0,0.35,0.565,76.503,audio_features,2Yl08xyJyvTR38P3eoXB0M,spotify:track:2Yl08xyJyvTR38P3eoXB0M,https://api.spotify.com/v1/tracks/2Yl08xyJyvTR38P3eoXB0M,https://api.spotify.com/v1/audio-analysis/2Yl08xyJyvTR38P3eoXB0M,214760,4
0.731,0.908,1,-10.528,1,0.0793,5.35E-06,0.961,0.0963,0.15,195.553,audio_features,3ZoYbDrkXZkVQN4J8qYpgW,spotify:track:3ZoYbDrkXZkVQN4J8qYpgW,https://api.spotify.com/v1/tracks/3ZoYbDrkXZkVQN4J8qYpgW,https://api.spotify.com/v1/audio-analysis/3ZoYbDrkXZkVQN4J8qYpgW,104920,4
0.647,0.908,8,-5.977,1,0.0898,0.00129,0.902,0.0914,0.473,129.975,audio_features,2DAZTt5qter0nQGLRAHbjK,spotify:track:2DAZTt5qter0nQGLRAHbjK,https://api.spotify.com/v1/tracks/2DAZTt5qter0nQGLRAHbjK,https://api.spotify.com/v1/audio-analysis/2DAZTt5qter0nQGLRAHbjK,358373,4
0.639,0.0754,2,-15.654,1,0.046,0.944,0,0.102,0.342,115.332,audio_features,6SmmRTl3qMPMRu0DE8AHS7,spotify:track:6SmmRTl3qMPMRu0DE8AHS7,https://api.spotify.com/v1/tracks/6SmmRTl3qMPMRu0DE8AHS7,https://api.spotify.com/v1/audio-analysis/6SmmRTl3qMPMRu0DE8AHS7,137213,4
0.188,0.0632,10,-26.242,1,0.0372,0.859,0.848,0.112,0.0471,72.408,audio_features,3aAKpb4DcjfQ1DWhgCqqoJ,spotify:track:3aAKpb4DcjfQ1DWhgCqqoJ,https://api.spotify.com/v1/tracks/3aAKpb4DcjfQ1DWhgCqqoJ,https://api.spotify.com/v1/audio-analysis/3aAKpb4DcjfQ1DWhgCqqoJ,144000,3
0.755,0.163,10,-21.065,0,0.059,0.89,0.831,0.107,0.173,83.513,audio_features,0XgU5sNDJMfZovWnYg97Xf,spotify:track:0XgU5sNDJMfZovWnYg97Xf,https://api.spotify.com/v1/tracks/0XgU5sNDJMfZovWnYg97Xf,https://api.spotify.com/v1/audio-analysis/0XgU5sNDJMfZovWnYg97Xf,193114,4
0.258,0.163,2,-12.932,0,0.0402,0.505,0.735,0.0844,0.0731,122.079,audio_features,3wSBXz9QOCf4YJfcI8VH8c,spotify:track:3wSBXz9QOCf4YJfcI8VH8c,https://api.spotify.com/v1/tracks/3wSBXz9QOCf4YJfcI8VH8c,https://api.spotify.com/v1/audio-analysis/3wSBXz9QOCf4YJfcI8VH8c,139682,4
0.106,0.163,4,-19.435,0,0.0373,0.928,0.923,0.105,0.0654,72.671,audio_features,6bT89hvn2jdH4SRO5rQtZJ,spotify:track:6bT89hvn2jdH4SRO5rQtZJ,https://api.spotify.com/v1/tracks/6bT89hvn2jdH4SRO5rQtZJ,https://api.spotify.com/v1/audio-analysis/6bT89hvn2jdH4SRO5rQtZJ,352573,4
0.481,0.163,9,-25.048,0,0.0495,0.994,0.894,0.134,0.798,172.435,audio_features,0iy4gm3eyiZVDylCRmr8LK,spotify:track:0iy4gm3eyiZVDylCRmr8LK,https://api.spotify.com/v1/tracks/0iy4gm3eyiZVDylCRmr8LK,https://api.spotify.com/v1/audio-analysis/0iy4gm3eyiZVDylCRmr8LK,308453,4
0.708,0.163,0,-13.436,1,0.0338,0.96,4.71E-06,0.203,0.485,96.716,audio_features,1HOJs02o61dMWEjN9GYmuJ,spotify:track:1HOJs02o61dMWEjN9GYmuJ,https://api.spotify.com/v1/tracks/1HOJs02o61dMWEjN9GYmuJ,https://api.spotify.com/v1/audio-analysis/1HOJs02o61dMWEjN9GYmuJ,129813,3
0.302,0.163,8,-14.237,1,0.0403,0.971,0.928,0.109,0.155,81.393,audio_features,1LmtgOT8vobbHcfPHbq3P3,spotify:track:1LmtgOT8vobbHcfPHbq3P3,https://api.spotify.com/v1/tracks/1LmtgOT8vobbHcfPHbq3P3,https://api.spotify.com/v1/audio-analysis/1LmtgOT8vobbHcfPHbq3P3,289049,4
0.507,0.163,3,-14.543,1,0.0409,0.893,2.02E-05,0.107,0.541,96.626,audio_features,1Qt12ouYrZk17M3ZHz1xq6,spotify:track:1Qt12ouYrZk17M3ZHz1xq6,https://api.spotify.com/v1/tracks/1Qt12ouYrZk17M3ZHz1xq6,https://api.spotify.com/v1/audio-analysis/1Qt12ouYrZk17M3ZHz1xq6,110481,3
0.706,0.326,4,-19.13,0,0.0615,0.0278,0.635,0.0568,0.0935,97.001,audio_features,1Q4gUvOzGtQX6HiWzAEf3v,spotify:track:1Q4gUvOzGtQX6HiWzAEf3v,https://api.spotify.com/v1/tracks/1Q4gUvOzGtQX6HiWzAEf3v,https://api.spotify.com/v1/audio-analysis/1Q4gUvOzGtQX6HiWzAEf3v,315021,4
0.479,0.326,4,-12.18,0,0.0278,0.686,0.0155,0.102,0.121,78.345,audio_features,7CFcVmti3gYIz4mnK2890Y,spotify:track:7CFcVmti3gYIz4mnK2890Y,https://api.spotify.com/v1/tracks/7CFcVmti3gYIz4mnK2890Y,https://api.spotify.com/v1/audio-analysis/7CFcVmti3gYIz4mnK2890Y,357912,3
0.509,0.326,9,-9.726,1,0.0348,0.46,0,0.373,0.191,139.639,audio_features,1taim98tOOtW0FYefQF3nM,spotify:track:1taim98tOOtW0FYefQF3nM,https://api.spotify.com/v1/tracks/1taim98tOOtW0FYefQF3nM,https://api.spotify.com/v1/audio-analysis/1taim98tOOtW0FYefQF3nM,305143,3
0.579,0.326,7,-10.46,1,0.0379,0.8,2.03E-05,0.101,0.575,79.994,audio_features,1Wky9Te9dfAYUMrXRqgLU5,spotify:track:1Wky9Te9dfAYUMrXRqgLU5,https://api.spotify.com/v1/tracks/1Wky9Te9dfAYUMrXRqgLU5,https://api.spotify.com/v1/audio-analysis/1Wky9Te9dfAYUMrXRqgLU5,254126,4
0.531,0.326,6,-9.782,1,0.0355,0.561,0,0.115,0.397,112.862,audio_features,3Sli4EOwAWMbT5e3kG58D0,spotify:track:3Sli4EOwAWMbT5e3kG58D0,https://api.spotify.com/v1/tracks/3Sli4EOwAWMbT5e3kG58D0,https://api.spotify.com/v1/audio-analysis/3Sli4EOwAWMbT5e3kG58D0,164602,3
0.601,0.326,6,-14.267,1,0.0951,0.993,0.915,0.11,0.225,112.344,audio_features,7dULnIPTuxbvL7UmdTfB8d,spotify:track:7dULnIPTuxbvL7UmdTfB8d,https://api.spotify.com/v1/tracks/7dULnIPTuxbvL7UmdTfB8d,https://api.spotify.com/v1/audio-analysis/7dULnIPTuxbvL7UmdTfB8d,138280,3
0.502,0.326,0,-10.011,1,0.0291,0.708,3.00E-06,0.124,0.224,75.102,audio_features,29qIJec7sunGn9NYbYrVlO,spotify:track:29qIJec7sunGn9NYbYrVlO,https://api.spotify.com/v1/tracks/29qIJec7sunGn9NYbYrVlO,https://api.spotify.com/v1/audio-analysis/29qIJec7sunGn9NYbYrVlO,170227,4
0.519,0.326,11,-12.178,1,0.0295,0.441,0.000182,0.564,0.296,127.841,audio_features,2liluKQ7M9iwMv9KehNMOm,spotify:track:2liluKQ7M9iwMv9KehNMOm,https://api.spotify.com/v1/tracks/2liluKQ7M9iwMv9KehNMOm,https://api.spotify.com/v1/audio-analysis/2liluKQ7M9iwMv9KehNMOm,301653,3
0.83,0.326,7,-8.241,1,0.0421,0.00421,0.56,0.0494,0.577,120.964,audio_features,31pwUc7ttEL8amDm317hUn,spotify:track:31pwUc7ttEL8amDm317hUn,https://api.spotify.com/v1/tracks/31pwUc7ttEL8amDm317hUn,https://api.spotify.com/v1/audio-analysis/31pwUc7ttEL8amDm317hUn,202632,4
0.477,0.326,9,-6.968,1,0.0276,0.735,2.76E-06,0.105,0.126,108.135,audio_features,6aoekPIKUO8IJjKWXvJrlP,spotify:track:6aoekPIKUO8IJjKWXvJrlP,https://api.spotify.com/v1/tracks/6aoekPIKUO8IJjKWXvJrlP,https://api.spotify.com/v1/audio-analysis/6aoekPIKUO8IJjKWXvJrlP,246400,3
0.333,0.451,11,-8.57,0,0.0495,0.202,0.000955,0.11,0.178,159.342,audio_features,0ZDLKZxlxOc62k9IEfs8wG,spotify:track:0ZDLKZxlxOc62k9IEfs8wG,https://api.spotify.com/v1/tracks/0ZDLKZxlxOc62k9IEfs8wG,https://api.spotify.com/v1/audio-analysis/0ZDLKZxlxOc62k9IEfs8wG,148500,3
0.306,0.451,6,-9.643,0,0.0331,0.00025,0.85,0.206,0.387,170.027,audio_features,01Dttc4RRJxBIxqAyjIoNc,spotify:track:01Dttc4RRJxBIxqAyjIoNc,https://api.spotify.com/v1/tracks/01Dttc4RRJxBIxqAyjIoNc,https://api.spotify.com/v1/audio-analysis/01Dttc4RRJxBIxqAyjIoNc,192545,4
0.808,0.451,11,-9.883,0,0.0537,0.332,0.773,0.0997,0.132,148.169,audio_features,5FE34t5xDaC3InaSAN6tbG,spotify:track:5FE34t5xDaC3InaSAN6tbG,https://api.spotify.com/v1/tracks/5FE34t5xDaC3InaSAN6tbG,https://api.spotify.com/v1/audio-analysis/5FE34t5xDaC3InaSAN6tbG,209629,4
0.808,0.451,11,-9.883,0,0.0537,0.332,0.773,0.0997,0.132,148.169,audio_features,2ZZwdli1rtU2qYYpHd2XBb,spotify:track:2ZZwdli1rtU2qYYpHd2XBb,https://api.spotify.com/v1/tracks/2ZZwdli1rtU2qYYpHd2XBb,https://api.spotify.com/v1/audio-analysis/2ZZwdli1rtU2qYYpHd2XBb,209629,4
0.808,0.451,11,-9.883,0,0.0537,0.332,0.773,0.0997,0.132,148.169,audio_features,7EJP5DbcrkL5TodDE7jWPl,spotify:track:7EJP5DbcrkL5TodDE7jWPl,https://api.spotify.com/v1/tracks/7EJP5DbcrkL5TodDE7jWPl,https://api.spotify.com/v1/audio-analysis/7EJP5DbcrkL5TodDE7jWPl,209629,4
0.761,0.451,0,-10.332,1,0.079,0.064,4.65E-06,0.148,0.646,120.196,audio_features,08HX7q2WLe7aKwlnDIsf4x,spotify:track:08HX7q2WLe7aKwlnDIsf4x,https://api.spotify.com/v1/tracks/08HX7q2WLe7aKwlnDIsf4x,https://api.spotify.com/v1/audio-analysis/08HX7q2WLe7aKwlnDIsf4x,145173,4
0.737,0.451,2,-9.405,1,0.229,0.812,0,0.108,0.664,153.766,audio_features,2IssBpPtHcViZL5vYQNHhA,spotify:track:2IssBpPtHcViZL5vYQNHhA,https://api.spotify.com/v1/tracks/2IssBpPtHcViZL5vYQNHhA,https://api.spotify.com/v1/audio-analysis/2IssBpPtHcViZL5vYQNHhA,159400,4
0.336,0.451,7,-7.152,1,0.0328,0.909,3.16E-05,0.126,0.224,115.812,audio_features,2LZEpOFBEOj2Y3ZydQ9AYY,spotify:track:2LZEpOFBEOj2Y3ZydQ9AYY,https://api.spotify.com/v1/tracks/2LZEpOFBEOj2Y3ZydQ9AYY,https://api.spotify.com/v1/audio-analysis/2LZEpOFBEOj2Y3ZydQ9AYY,250168,3
0.641,0.451,4,-7.694,1,0.0899,0.507,1.71E-06,0.629,0.612,179.967,audio_features,4He7bzKBaiu7CRz4wGkZzx,spotify:track:4He7bzKBaiu7CRz4wGkZzx,https://api.spotify.com/v1/tracks/4He7bzKBaiu7CRz4wGkZzx,https://api.spotify.com/v1/audio-analysis/4He7bzKBaiu7CRz4wGkZzx,223160,4
0.627,0.451,11,-11.875,1,0.033,0.365,0,0.333,0.654,107.035,audio_features,7r1Y1Lic5s6IzKAf3tjALw,spotify:track:7r1Y1Lic5s6IzKAf3tjALw,https://api.spotify.com/v1/tracks/7r1Y1Lic5s6IzKAf3tjALw,https://api.spotify.com/v1/audio-analysis/7r1Y1Lic5s6IzKAf3tjALw,220933,4
0.594,0.451,7,-6.419,1,0.0276,0.585,0,0.244,0.618,109.471,audio_features,2FSvycaAh6SCM5h7EZAfpN,spotify:track:2FSvycaAh6SCM5h7EZAfpN,https://api.spotify.com/v1/tracks/2FSvycaAh6SCM5h7EZAfpN,https://api.spotify.com/v1/audio-analysis/2FSvycaAh6SCM5h7EZAfpN,215875,3
0.74,0.451,8,-17.627,1,0.0969,0.812,0.848,0.112,0.0599,132.009,audio_features,2EmEzrsuudlL44CWwLn3w7,spotify:track:2EmEzrsuudlL44CWwLn3w7,https://api.spotify.com/v1/tracks/2EmEzrsuudlL44CWwLn3w7,https://api.spotify.com/v1/audio-analysis/2EmEzrsuudlL44CWwLn3w7,101818,4
0.474,0.451,1,-8.988,1,0.0258,0.318,2.42E-06,0.138,0.299,81.987,audio_features,6wv72KloyJp2XJ7l7GJJuN,spotify:track:6wv72KloyJp2XJ7l7GJJuN,https://api.spotify.com/v1/tracks/6wv72KloyJp2XJ7l7GJJuN,https://api.spotify.com/v1/audio-analysis/6wv72KloyJp2XJ7l7GJJuN,233067,4
0.859,0.527,6,-6.168,0,0.077,0.0725,0,0.0945,0.394,130.033,audio_features,6wbCgSdYr83k64rLxSugBd,spotify:track:6wbCgSdYr83k64rLxSugBd,https://api.spotify.com/v1/tracks/6wbCgSdYr83k64rLxSugBd,https://api.spotify.com/v1/audio-analysis/6wbCgSdYr83k64rLxSugBd,195161,4
0.902,0.527,11,-7.806,0,0.0482,0.723,0.000467,0.091,0.87,104.048,audio_features,02PGeSo6JkG6rjnYMPGQNX,spotify:track:02PGeSo6JkG6rjnYMPGQNX,https://api.spotify.com/v1/tracks/02PGeSo6JkG6rjnYMPGQNX,https://api.spotify.com/v1/audio-analysis/02PGeSo6JkG6rjnYMPGQNX,222072,4
0.774,0.527,7,-9.18,0,0.0508,0.139,0,0.109,0.617,111.823,audio_features,4IiTDKJH5rjlwHZVvMM0jW,spotify:track:4IiTDKJH5rjlwHZVvMM0jW,https://api.spotify.com/v1/tracks/4IiTDKJH5rjlwHZVvMM0jW,https://api.spotify.com/v1/audio-analysis/4IiTDKJH5rjlwHZVvMM0jW,160246,4
0.444,0.527,11,-7.654,0,0.0283,0.751,0,0.192,0.174,125.713,audio_features,6OITTerWVFe9qPngbyit8Y,spotify:track:6OITTerWVFe9qPngbyit8Y,https://api.spotify.com/v1/tracks/6OITTerWVFe9qPngbyit8Y,https://api.spotify.com/v1/audio-analysis/6OITTerWVFe9qPngbyit8Y,259843,4
0.718,0.527,1,-10.185,1,0.0934,0.257,0.00209,0.133,0.166,93.991,audio_features,7ouHYizIuBEmgvXqRBfByJ,spotify:track:7ouHYizIuBEmgvXqRBfByJ,https://api.spotify.com/v1/tracks/7ouHYizIuBEmgvXqRBfByJ,https://api.spotify.com/v1/audio-analysis/7ouHYizIuBEmgvXqRBfByJ,155745,4
0.796,0.527,9,-9.745,1,0.071,0.0215,0,0.136,0.605,125.922,audio_features,2eGyZaUoQMZkcv3ITQ6aX4,spotify:track:2eGyZaUoQMZkcv3ITQ6aX4,https://api.spotify.com/v1/tracks/2eGyZaUoQMZkcv3ITQ6aX4,https://api.spotify.com/v1/audio-analysis/2eGyZaUoQMZkcv3ITQ6aX4,247987,4
0.772,0.527,0,-8.088,1,0.0406,0.256,1.60E-06,0.0843,0.685,125.023,audio_features,7A7iVv6VGOvTHzlnZWNAYJ,spotify:track:7A7iVv6VGOvTHzlnZWNAYJ,https://api.spotify.com/v1/tracks/7A7iVv6VGOvTHzlnZWNAYJ,https://api.spotify.com/v1/audio-analysis/7A7iVv6VGOvTHzlnZWNAYJ,162754,4
0.608,0.527,3,-14.438,1,0.955,0.659,0,0.964,0.579,96.084,audio_features,6gIu81kctZTBw7eKEOaGwU,spotify:track:6gIu81kctZTBw7eKEOaGwU,https://api.spotify.com/v1/tracks/6gIu81kctZTBw7eKEOaGwU,https://api.spotify.com/v1/audio-analysis/6gIu81kctZTBw7eKEOaGwU,75719,4
0.709,0.527,6,-10.998,1,0.0397,0.0502,0.784,0.114,0.389,127.974,audio_features,38KQ2omD1NNG9wZSE7f6nJ,spotify:track:38KQ2omD1NNG9wZSE7f6nJ,https://api.spotify.com/v1/tracks/38KQ2omD1NNG9wZSE7f6nJ,https://api.spotify.com/v1/audio-analysis/38KQ2omD1NNG9wZSE7f6nJ,170337,4
0.632,0.527,2,-7.42,1,0.181,0.782,1.83E-06,0.0874,0.77,120.37,audio_features,5rZvL2Sf0UpB9lK9F8lhhy,spotify:track:5rZvL2Sf0UpB9lK9F8lhhy,https://api.spotify.com/v1/tracks/5rZvL2Sf0UpB9lK9F8lhhy,https://api.spotify.com/v1/audio-analysis/5rZvL2Sf0UpB9lK9F8lhhy,144003,4
0.821,0.527,1,-9.589,1,0.124,0.000358,0.744,0.0974,0.486,120.988,audio_features,3AX0Ipl6iX6FpQYCNEAIGd,spotify:track:3AX0Ipl6iX6FpQYCNEAIGd,https://api.spotify.com/v1/tracks/3AX0Ipl6iX6FpQYCNEAIGd,https://api.spotify.com/v1/audio-analysis/3AX0Ipl6iX6FpQYCNEAIGd,211085,4
0.601,0.527,8,-6.067,1,0.0304,0.664,0,0.0937,0.295,140.178,audio_features,6hizB80qnkE7xL1bL0kvLC,spotify:track:6hizB80qnkE7xL1bL0kvLC,https://api.spotify.com/v1/tracks/6hizB80qnkE7xL1bL0kvLC,https://api.spotify.com/v1/audio-analysis/6hizB80qnkE7xL1bL0kvLC,243253,4
0.724,0.527,7,-10.912,1,0.119,0.00294,0,0.0925,0.156,115.973,audio_features,4zQNL2i0lNzO8av8FkrUyA,spotify:track:4zQNL2i0lNzO8av8FkrUyA,https://api.spotify.com/v1/tracks/4zQNL2i0lNzO8av8FkrUyA,https://api.spotify.com/v1/audio-analysis/4zQNL2i0lNzO8av8FkrUyA,170015,4
0.485,0.527,8,-10.083,1,0.0336,0.334,0.948,0.289,0.111,178.02,audio_features,4e0rd9XGlgkWyiZRxEnNxt,spotify:track:4e0rd9XGlgkWyiZRxEnNxt,https://api.spotify.com/v1/tracks/4e0rd9XGlgkWyiZRxEnNxt,https://api.spotify.com/v1/audio-analysis/4e0rd9XGlgkWyiZRxEnNxt,220810,4
0.871,0.527,8,-10.216,1,0.131,0.259,9.04E-06,0.09,0.728,130.039,audio_features,09bXTFOOpT6g0NxAhyRFxh,spotify:track:09bXTFOOpT6g0NxAhyRFxh,https://api.spotify.com/v1/tracks/09bXTFOOpT6g0NxAhyRFxh,https://api.spotify.com/v1/audio-analysis/09bXTFOOpT6g0NxAhyRFxh,173053,4
0.626,0.527,11,-9.364,1,0.0379,0.354,0,0.363,0.653,107.094,audio_features,3LxEhznbSfXfE0K7OYCpZi,spotify:track:3LxEhznbSfXfE0K7OYCpZi,https://api.spotify.com/v1/tracks/3LxEhznbSfXfE0K7OYCpZi,https://api.spotify.com/v1/audio-analysis/3LxEhznbSfXfE0K7OYCpZi,217200,4
0.945,0.652,5,-7.651,0,0.056,0.674,0.00362,0.0955,0.816,125.064,audio_features,6yGWg7clBCefsC7ZvXU1gt,spotify:track:6yGWg7clBCefsC7ZvXU1gt,https://api.spotify.com/v1/tracks/6yGWg7clBCefsC7ZvXU1gt,https://api.spotify.com/v1/audio-analysis/6yGWg7clBCefsC7ZvXU1gt,61460,4
0.778,0.652,5,-9.844,0,0.0499,0.194,0.729,0.0959,0.524,104.047,audio_features,2eeS1u14zH9lYeLRc1VGHt,spotify:track:2eeS1u14zH9lYeLRc1VGHt,https://api.spotify.com/v1/tracks/2eeS1u14zH9lYeLRc1VGHt,https://api.spotify.com/v1/audio-analysis/2eeS1u14zH9lYeLRc1VGHt,124615,4
0.519,0.652,6,-8.74,0,0.387,0.645,0,0.355,0.521,126.787,audio_features,2BsrVlzUxC2YGcWNcgDy2Z,spotify:track:2BsrVlzUxC2YGcWNcgDy2Z,https://api.spotify.com/v1/tracks/2BsrVlzUxC2YGcWNcgDy2Z,https://api.spotify.com/v1/audio-analysis/2BsrVlzUxC2YGcWNcgDy2Z,187533,3
0.74,0.652,0,-7.29,0,0.0293,0.417,0,0.425,0.728,96.991,audio_features,2zIQPuWF6wS2juE2Ynvexw,spotify:track:2zIQPuWF6wS2juE2Ynvexw,https://api.spotify.com/v1/tracks/2zIQPuWF6wS2juE2Ynvexw,https://api.spotify.com/v1/audio-analysis/2zIQPuWF6wS2juE2Ynvexw,209720,4
0.355,0.652,7,-4.215,0,0.0323,0.00635,0,0.1,0.257,169.935,audio_features,0mOKvnM3wPrcWS3f0uuy7i,spotify:track:0mOKvnM3wPrcWS3f0uuy7i,https://api.spotify.com/v1/tracks/0mOKvnM3wPrcWS3f0uuy7i,https://api.spotify.com/v1/audio-analysis/0mOKvnM3wPrcWS3f0uuy7i,265333,3
0.909,0.652,1,-4.553,0,0.131,0.453,0,0.103,0.24,102.004,audio_features,2o9mKz1KdNHOXo4akIr1o1,spotify:track:2o9mKz1KdNHOXo4akIr1o1,https://api.spotify.com/v1/tracks/2o9mKz1KdNHOXo4akIr1o1,https://api.spotify.com/v1/audio-analysis/2o9mKz1KdNHOXo4akIr1o1,101936,4
