danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.52,0.845,6,-8.408,0,0.103,0.359,1.70E-05,0.574,0.632,81.018,audio_features,38LOmGiKTJ4jgjZmWIFUwg,spotify:track:38LOmGiKTJ4jgjZmWIFUwg,https://api.spotify.com/v1/tracks/38LOmGiKTJ4jgjZmWIFUwg,https://api.spotify.com/v1/audio-analysis/38LOmGiKTJ4jgjZmWIFUwg,228262,4
0.319,0.845,0,-3.989,1,0.0563,4.32E-05,0,0.255,0.409,200.167,audio_features,4TaemsPsJWzc4qW6lBYojR,spotify:track:4TaemsPsJWzc4qW6lBYojR,https://api.spotify.com/v1/tracks/4TaemsPsJWzc4qW6lBYojR,https://api.spotify.com/v1/audio-analysis/4TaemsPsJWzc4qW6lBYojR,213285,4
0.467,0.845,1,-6.131,1,0.0785,0.00122,0,0.112,0.651,179.949,audio_features,4mXQQJi5S5SJlvn7os8Pb4,spotify:track:4mXQQJi5S5SJlvn7os8Pb4,https://api.spotify.com/v1/tracks/4mXQQJi5S5SJlvn7os8Pb4,https://api.spotify.com/v1/audio-analysis/4mXQQJi5S5SJlvn7os8Pb4,191760,4
0.748,0.845,10,-4.739,1,0.0326,0.509,7.32E-06,0.0852,0.911,102.07,audio_features,0CuCyUiCfiq6iLpBgqKYY3,spotify:track:0CuCyUiCfiq6iLpBgqKYY3,https://api.spotify.com/v1/tracks/0CuCyUiCfiq6iLpBgqKYY3,https://api.spotify.com/v1/audio-analysis/0CuCyUiCfiq6iLpBgqKYY3,205840,4
0.559,0.845,6,-7.909,1,0.0605,0.0573,0.000284,0.0603,0.853,150.016,audio_features,7oCg8fEQhO5hsqZoK9atdy,spotify:track:7oCg8fEQhO5hsqZoK9atdy,https://api.spotify.com/v1/tracks/7oCg8fEQhO5hsqZoK9atdy,https://api.spotify.com/v1/audio-analysis/7oCg8fEQhO5hsqZoK9atdy,218723,4
0.481,0.97,11,-4.576,0,0.0433,0.00555,0.905,0.148,0.0669,132.043,audio_features,0PHjDPICzRHgLMCP48rKql,spotify:track:0PHjDPICzRHgLMCP48rKql,https://api.spotify.com/v1/tracks/0PHjDPICzRHgLMCP48rKql,https://api.spotify.com/v1/audio-analysis/0PHjDPICzRHgLMCP48rKql,218182,4
0.764,0.97,6,-8.538,0,0.0627,0.272,0.921,0.111,0.265,136.012,audio_features,50X6mII2XyNdgTRPgW9KER,spotify:track:50X6mII2XyNdgTRPgW9KER,https://api.spotify.com/v1/tracks/50X6mII2XyNdgTRPgW9KER,https://api.spotify.com/v1/audio-analysis/50X6mII2XyNdgTRPgW9KER,370588,4
0.71,0.97,8,-6.105,0,0.0356,0.0317,0.163,0.362,0.934,129.988,audio_features,5JlK5w6xg92fpNrfWWLUkc,spotify:track:5JlK5w6xg92fpNrfWWLUkc,https://api.spotify.com/v1/tracks/5JlK5w6xg92fpNrfWWLUkc,https://api.spotify.com/v1/audio-analysis/5JlK5w6xg92fpNrfWWLUkc,301904,4
0.677,0.97,7,-14.246,0,0.0779,4.46E-06,0.961,0.0499,0.79,164.918,audio_features,51g13KV7J95HF5wTZsMXFb,spotify:track:51g13KV7J95HF5wTZsMXFb,https://api.spotify.com/v1/tracks/51g13KV7J95HF5wTZsMXFb,https://api.spotify.com/v1/audio-analysis/51g13KV7J95HF5wTZsMXFb,111453,4
0.711,0.97,1,-12.355,0,0.0421,3.45E-06,0.947,0.0502,0.438,152.007,audio_features,1kh0OkSe41BuNDCiCm8YJp,spotify:track:1kh0OkSe41BuNDCiCm8YJp,https://api.spotify.com/v1/tracks/1kh0OkSe41BuNDCiCm8YJp,https://api.spotify.com/v1/audio-analysis/1kh0OkSe41BuNDCiCm8YJp,103053,4
0.575,0.97,6,-9,1,0.0764,7.87E-05,0.899,0.0732,0.325,145.028,audio_features,3TdHapiqI7xm8cLYo23BCb,spotify:track:3TdHapiqI7xm8cLYo23BCb,https://api.spotify.com/v1/tracks/3TdHapiqI7xm8cLYo23BCb,https://api.spotify.com/v1/audio-analysis/3TdHapiqI7xm8cLYo23BCb,308721,4
0.634,0.0961,7,-29.131,1,0.059,0.263,0.928,0.115,0.376,119.99,audio_features,6HZYEDGGsfpw3NUwjhnQev,spotify:track:6HZYEDGGsfpw3NUwjhnQev,https://api.spotify.com/v1/tracks/6HZYEDGGsfpw3NUwjhnQev,https://api.spotify.com/v1/audio-analysis/6HZYEDGGsfpw3NUwjhnQev,87000,4
0.273,0.0961,3,-11.641,1,0.0324,0.989,0.0068,0.0744,0.0715,94.59,audio_features,7FDgyrsfeJWaotjFLbmtZq,spotify:track:7FDgyrsfeJWaotjFLbmtZq,https://api.spotify.com/v1/tracks/7FDgyrsfeJWaotjFLbmtZq,https://api.spotify.com/v1/audio-analysis/7FDgyrsfeJWaotjFLbmtZq,240667,4
0.33,0.0511,9,-23.497,1,0.0432,0.961,0.929,0.0938,0.112,70.948,audio_features,6DFj23Jr2O9d6npc5sXchm,spotify:track:6DFj23Jr2O9d6npc5sXchm,https://api.spotify.com/v1/tracks/6DFj23Jr2O9d6npc5sXchm,https://api.spotify.com/v1/audio-analysis/6DFj23Jr2O9d6npc5sXchm,183733,3
0.314,0.0511,9,-23.497,1,0.043,0.961,0.929,0.0938,0.112,69.672,audio_features,5y1lIQtwNY2KLgtb1uag3H,spotify:track:5y1lIQtwNY2KLgtb1uag3H,https://api.spotify.com/v1/tracks/5y1lIQtwNY2KLgtb1uag3H,https://api.spotify.com/v1/audio-analysis/5y1lIQtwNY2KLgtb1uag3H,183733,3
0.637,0.241,5,-14.842,0,0.951,0.548,0,0.166,0.21,168.205,audio_features,4UZtoLof2fipKvzqIYF7qM,spotify:track:4UZtoLof2fipKvzqIYF7qM,https://api.spotify.com/v1/tracks/4UZtoLof2fipKvzqIYF7qM,https://api.spotify.com/v1/audio-analysis/4UZtoLof2fipKvzqIYF7qM,195119,4
0.727,0.241,10,-16.162,0,0.926,0.682,0,0.163,0.349,120.203,audio_features,3IRZJPcVUvBwkjr2Ye4yJi,spotify:track:3IRZJPcVUvBwkjr2Ye4yJi,https://api.spotify.com/v1/tracks/3IRZJPcVUvBwkjr2Ye4yJi,https://api.spotify.com/v1/audio-analysis/3IRZJPcVUvBwkjr2Ye4yJi,225658,3
0.52,0.241,2,-17.195,0,0.0956,0.867,0.626,0.0869,0.178,180.009,audio_features,0RYJhejPlajNuPBC9K3u9U,spotify:track:0RYJhejPlajNuPBC9K3u9U,https://api.spotify.com/v1/tracks/0RYJhejPlajNuPBC9K3u9U,https://api.spotify.com/v1/audio-analysis/0RYJhejPlajNuPBC9K3u9U,318680,4
0.87,0.241,8,-17.182,1,0.316,0.0456,0.706,0.113,0.0862,142.991,audio_features,2RKH64TCmMSUSV8hTnlPRd,spotify:track:2RKH64TCmMSUSV8hTnlPRd,https://api.spotify.com/v1/tracks/2RKH64TCmMSUSV8hTnlPRd,https://api.spotify.com/v1/audio-analysis/2RKH64TCmMSUSV8hTnlPRd,80559,4
0.491,0.241,4,-13.922,1,0.0277,0.623,0,0.11,0.0411,103.917,audio_features,150oHcGMY2y0tgs2b7I2PS,spotify:track:150oHcGMY2y0tgs2b7I2PS,https://api.spotify.com/v1/tracks/150oHcGMY2y0tgs2b7I2PS,https://api.spotify.com/v1/audio-analysis/150oHcGMY2y0tgs2b7I2PS,292853,4
0.328,0.241,0,-18.811,1,0.0413,0.982,0.917,0.346,0.27,103.05,audio_features,27UjZ0L2Cfc1MKm7fT8igm,spotify:track:27UjZ0L2Cfc1MKm7fT8igm,https://api.spotify.com/v1/tracks/27UjZ0L2Cfc1MKm7fT8igm,https://api.spotify.com/v1/audio-analysis/27UjZ0L2Cfc1MKm7fT8igm,293393,4
0.648,0.241,5,-13.199,1,0.0738,0.011,0.883,0.0882,0.129,120.014,audio_features,5qhowTPJV1hBUsKNcr9l8w,spotify:track:5qhowTPJV1hBUsKNcr9l8w,https://api.spotify.com/v1/tracks/5qhowTPJV1hBUsKNcr9l8w,https://api.spotify.com/v1/audio-analysis/5qhowTPJV1hBUsKNcr9l8w,216555,4
0.623,0.241,10,-14.109,1,0.0386,0.753,0.00234,0.109,0.0986,112.141,audio_features,0MPMTcXyvSduPcZc3IUwaW,spotify:track:0MPMTcXyvSduPcZc3IUwaW,https://api.spotify.com/v1/tracks/0MPMTcXyvSduPcZc3IUwaW,https://api.spotify.com/v1/audio-analysis/0MPMTcXyvSduPcZc3IUwaW,241552,4
0,0.241,1,-15.202,1,0,0.288,0,0.531,0,0,audio_features,315frPY2IXUSyyuPLCEfLf,spotify:track:315frPY2IXUSyyuPLCEfLf,https://api.spotify.com/v1/tracks/315frPY2IXUSyyuPLCEfLf,https://api.spotify.com/v1/audio-analysis/315frPY2IXUSyyuPLCEfLf,14587,0
0.157,0.241,3,-14.457,1,0.0382,0.754,0.809,0.0874,0.252,151.273,audio_features,1P199Oq8NoWHLcjpqTzRmr,spotify:track:1P199Oq8NoWHLcjpqTzRmr,https://api.spotify.com/v1/tracks/1P199Oq8NoWHLcjpqTzRmr,https://api.spotify.com/v1/audio-analysis/1P199Oq8NoWHLcjpqTzRmr,146924,4
0.486,0.241,5,-21.461,1,0.0287,0.826,0.749,0.119,0.12,131.884,audio_features,3k3Z0ynreVBnWPsd1dwhuA,spotify:track:3k3Z0ynreVBnWPsd1dwhuA,https://api.spotify.com/v1/tracks/3k3Z0ynreVBnWPsd1dwhuA,https://api.spotify.com/v1/audio-analysis/3k3Z0ynreVBnWPsd1dwhuA,504607,4
0.241,0.241,9,-18.315,1,0.0484,0.746,0.912,0.241,0.967,116.172,audio_features,5Tz8Aj5j8hcadJTD7eFKSo,spotify:track:5Tz8Aj5j8hcadJTD7eFKSo,https://api.spotify.com/v1/tracks/5Tz8Aj5j8hcadJTD7eFKSo,https://api.spotify.com/v1/audio-analysis/5Tz8Aj5j8hcadJTD7eFKSo,211023,4
0.674,0.241,6,-6.413,1,0.106,0.438,0.968,0.106,0.18,173.913,audio_features,48LsLwZjt9ESUuSEn1ylnT,spotify:track:48LsLwZjt9ESUuSEn1ylnT,https://api.spotify.com/v1/tracks/48LsLwZjt9ESUuSEn1ylnT,https://api.spotify.com/v1/audio-analysis/48LsLwZjt9ESUuSEn1ylnT,214310,4
0.756,0.241,1,-19.08,1,0.0455,0.458,0.596,0.113,0.488,100.031,audio_features,3u5YWJNT6BklHUAYFEl4X6,spotify:track:3u5YWJNT6BklHUAYFEl4X6,https://api.spotify.com/v1/tracks/3u5YWJNT6BklHUAYFEl4X6,https://api.spotify.com/v1/audio-analysis/3u5YWJNT6BklHUAYFEl4X6,312248,4
0.593,0.241,4,-12.077,1,0.0287,0.955,0.00849,0.255,0.114,94.993,audio_features,6OwlMr7aAzUeZB16n4Xz5O,spotify:track:6OwlMr7aAzUeZB16n4Xz5O,https://api.spotify.com/v1/tracks/6OwlMr7aAzUeZB16n4Xz5O,https://api.spotify.com/v1/audio-analysis/6OwlMr7aAzUeZB16n4Xz5O,268307,4
0.699,0.241,8,-17.767,1,0.142,0.86,0.38,0.324,0.407,132.088,audio_features,2yZKOFT2oRNGV3ojHLkgAD,spotify:track:2yZKOFT2oRNGV3ojHLkgAD,https://api.spotify.com/v1/tracks/2yZKOFT2oRNGV3ojHLkgAD,https://api.spotify.com/v1/audio-analysis/2yZKOFT2oRNGV3ojHLkgAD,149091,4
0.347,0.357,10,-11.168,0,0.0391,0.303,2.78E-05,0.448,0.222,130.084,audio_features,6loZxNVNI1fEyWjVBDUqnK,spotify:track:6loZxNVNI1fEyWjVBDUqnK,https://api.spotify.com/v1/tracks/6loZxNVNI1fEyWjVBDUqnK,https://api.spotify.com/v1/audio-analysis/6loZxNVNI1fEyWjVBDUqnK,215293,4
0.747,0.357,10,-8.772,0,0.0434,0.13,0.64,0.0981,0.374,67.565,audio_features,0gMA8G5MNZMeyVyXgFNwZy,spotify:track:0gMA8G5MNZMeyVyXgFNwZy,https://api.spotify.com/v1/tracks/0gMA8G5MNZMeyVyXgFNwZy,https://api.spotify.com/v1/audio-analysis/0gMA8G5MNZMeyVyXgFNwZy,100875,4
0.725,0.357,9,-16.386,1,0.0618,0.867,0.853,0.104,0.488,129.984,audio_features,4gXrRfM2ki5AHcXbj1vb6w,spotify:track:4gXrRfM2ki5AHcXbj1vb6w,https://api.spotify.com/v1/tracks/4gXrRfM2ki5AHcXbj1vb6w,https://api.spotify.com/v1/audio-analysis/4gXrRfM2ki5AHcXbj1vb6w,158116,4
0.642,0.357,8,-16.921,1,0.0819,0.565,0.758,0.0861,0.342,132.034,audio_features,18ehHExOoeRVaLhcx2PeCX,spotify:track:18ehHExOoeRVaLhcx2PeCX,https://api.spotify.com/v1/tracks/18ehHExOoeRVaLhcx2PeCX,https://api.spotify.com/v1/audio-analysis/18ehHExOoeRVaLhcx2PeCX,101818,4
0.605,0.357,11,-12.092,1,0.0813,0.991,0.934,0.111,0.3,111.002,audio_features,0wHeuxXujk1c0YrRcuZGYy,spotify:track:0wHeuxXujk1c0YrRcuZGYy,https://api.spotify.com/v1/tracks/0wHeuxXujk1c0YrRcuZGYy,https://api.spotify.com/v1/audio-analysis/0wHeuxXujk1c0YrRcuZGYy,127493,4
0.737,0.357,9,-13.41,1,0.0531,0.176,0.698,0.134,0.162,125.988,audio_features,0rICoJComMv2N2WeGKFQge,spotify:track:0rICoJComMv2N2WeGKFQge,https://api.spotify.com/v1/tracks/0rICoJComMv2N2WeGKFQge,https://api.spotify.com/v1/audio-analysis/0rICoJComMv2N2WeGKFQge,274293,4
0.322,0.357,4,-8.006,1,0.0283,0.699,0.00197,0.0971,0.15,149.437,audio_features,24xTDHmfRcv3VC0bI3bP2V,spotify:track:24xTDHmfRcv3VC0bI3bP2V,https://api.spotify.com/v1/tracks/24xTDHmfRcv3VC0bI3bP2V,https://api.spotify.com/v1/audio-analysis/24xTDHmfRcv3VC0bI3bP2V,278587,4
0.528,0.357,7,-14.711,1,0.0387,0.623,0.791,0.372,0.845,114.219,audio_features,4LC0AiBEky1hdxe6CwTRxd,spotify:track:4LC0AiBEky1hdxe6CwTRxd,https://api.spotify.com/v1/tracks/4LC0AiBEky1hdxe6CwTRxd,https://api.spotify.com/v1/audio-analysis/4LC0AiBEky1hdxe6CwTRxd,106400,4
0.446,0.357,10,-10.772,1,0.05,0.402,0.000169,0.102,0.0386,77.24,audio_features,4xmSKu55S7vyyxdGHH9oZ3,spotify:track:4xmSKu55S7vyyxdGHH9oZ3,https://api.spotify.com/v1/tracks/4xmSKu55S7vyyxdGHH9oZ3,https://api.spotify.com/v1/audio-analysis/4xmSKu55S7vyyxdGHH9oZ3,251000,5
0.601,0.357,2,-15.515,1,0.0335,0.802,0,0.256,0.933,98.012,audio_features,6cacMEoHSn27GN4dJzAw39,spotify:track:6cacMEoHSn27GN4dJzAw39,https://api.spotify.com/v1/tracks/6cacMEoHSn27GN4dJzAw39,https://api.spotify.com/v1/audio-analysis/6cacMEoHSn27GN4dJzAw39,423933,4
0.531,0.482,6,-10.951,0,0.193,0.203,3.08E-06,0.147,0.663,180.38,audio_features,0zNt0LGQNLOL15om2E16nI,spotify:track:0zNt0LGQNLOL15om2E16nI,https://api.spotify.com/v1/tracks/0zNt0LGQNLOL15om2E16nI,https://api.spotify.com/v1/audio-analysis/0zNt0LGQNLOL15om2E16nI,182667,4
0.671,0.482,3,-13.52,0,0.0303,0.0195,0.93,0.0913,0.683,110.027,audio_features,6k0GlSgVpgp7LRClJ9ZSLz,spotify:track:6k0GlSgVpgp7LRClJ9ZSLz,https://api.spotify.com/v1/tracks/6k0GlSgVpgp7LRClJ9ZSLz,https://api.spotify.com/v1/audio-analysis/6k0GlSgVpgp7LRClJ9ZSLz,170182,4
0.708,0.482,1,-6.575,1,0.0417,0.128,0,0.118,0.548,115.218,audio_features,0uji9EmpQ9epEOlN3AD3pR,spotify:track:0uji9EmpQ9epEOlN3AD3pR,https://api.spotify.com/v1/tracks/0uji9EmpQ9epEOlN3AD3pR,https://api.spotify.com/v1/audio-analysis/0uji9EmpQ9epEOlN3AD3pR,190000,4
0.351,0.482,11,-5.788,1,0.0596,0.348,0.013,0.0938,0.136,71.013,audio_features,5LPgFxW6tmvMKR2H8JhpSu,spotify:track:5LPgFxW6tmvMKR2H8JhpSu,https://api.spotify.com/v1/tracks/5LPgFxW6tmvMKR2H8JhpSu,https://api.spotify.com/v1/audio-analysis/5LPgFxW6tmvMKR2H8JhpSu,232600,4
0.688,0.482,11,-13.476,1,0.0621,0.644,0.877,0.0671,0.618,78.215,audio_features,5KWNBxsTw0LUnYr96rFEwr,spotify:track:5KWNBxsTw0LUnYr96rFEwr,https://api.spotify.com/v1/tracks/5KWNBxsTw0LUnYr96rFEwr,https://api.spotify.com/v1/audio-analysis/5KWNBxsTw0LUnYr96rFEwr,107013,3
0.579,0.482,10,-13.1,1,0.0353,0.00805,0.932,0.113,0.413,80.027,audio_features,1SPJs2fLsOdAQFYUWZ20kH,spotify:track:1SPJs2fLsOdAQFYUWZ20kH,https://api.spotify.com/v1/tracks/1SPJs2fLsOdAQFYUWZ20kH,https://api.spotify.com/v1/audio-analysis/1SPJs2fLsOdAQFYUWZ20kH,231346,4
0.82,0.482,5,-11.363,1,0.0429,0.0962,0.39,0.238,0.758,139.993,audio_features,6IyZQhFwmjUjYEcUNIkhcW,spotify:track:6IyZQhFwmjUjYEcUNIkhcW,https://api.spotify.com/v1/tracks/6IyZQhFwmjUjYEcUNIkhcW,https://api.spotify.com/v1/audio-analysis/6IyZQhFwmjUjYEcUNIkhcW,157714,4
0.43,0.482,9,-9.554,1,0.0384,0.96,0.896,0.111,0.117,130.029,audio_features,1jtZz6hRXXPshQD8ICf0K1,spotify:track:1jtZz6hRXXPshQD8ICf0K1,https://api.spotify.com/v1/tracks/1jtZz6hRXXPshQD8ICf0K1,https://api.spotify.com/v1/audio-analysis/1jtZz6hRXXPshQD8ICf0K1,196296,4
0.822,0.482,0,-9.142,1,0.0445,0.109,0,0.267,0.722,100.019,audio_features,4Fby6ZoZw1nIr70wzBODjQ,spotify:track:4Fby6ZoZw1nIr70wzBODjQ,https://api.spotify.com/v1/tracks/4Fby6ZoZw1nIr70wzBODjQ,https://api.spotify.com/v1/audio-analysis/4Fby6ZoZw1nIr70wzBODjQ,179558,4
0.776,0.589,5,-6.764,0,0.0522,0.00176,0.000245,0.0685,0.916,112.018,audio_features,0nCYLx7Sc9mmnJzxlTJIJV,spotify:track:0nCYLx7Sc9mmnJzxlTJIJV,https://api.spotify.com/v1/tracks/0nCYLx7Sc9mmnJzxlTJIJV,https://api.spotify.com/v1/audio-analysis/0nCYLx7Sc9mmnJzxlTJIJV,141000,4
0.87,0.589,0,-10.492,0,0.0586,0.376,0.821,0.0947,0.626,105.008,audio_features,1t0gg7qX3T6ohZAANveFlH,spotify:track:1t0gg7qX3T6ohZAANveFlH,https://api.spotify.com/v1/tracks/1t0gg7qX3T6ohZAANveFlH,https://api.spotify.com/v1/audio-analysis/1t0gg7qX3T6ohZAANveFlH,230975,4
0.777,0.589,5,-6.779,0,0.0529,0.00177,0.000237,0.0685,0.908,112.018,audio_features,6j6oKgjybzpjPKbQyfwIAk,spotify:track:6j6oKgjybzpjPKbQyfwIAk,https://api.spotify.com/v1/tracks/6j6oKgjybzpjPKbQyfwIAk,https://api.spotify.com/v1/audio-analysis/6j6oKgjybzpjPKbQyfwIAk,141000,4
0.668,0.589,7,-10.071,0,0.53,0.193,0,0.0817,0.473,85.084,audio_features,7ms5gzIIGJvIq9FCxBk5St,spotify:track:7ms5gzIIGJvIq9FCxBk5St,https://api.spotify.com/v1/tracks/7ms5gzIIGJvIq9FCxBk5St,https://api.spotify.com/v1/audio-analysis/7ms5gzIIGJvIq9FCxBk5St,169412,4
0.741,0.589,6,-7.823,0,0.0322,0.00309,0.291,0.0838,0.212,125.988,audio_features,1hF0AawNZYY4OehGuX5uIV,spotify:track:1hF0AawNZYY4OehGuX5uIV,https://api.spotify.com/v1/tracks/1hF0AawNZYY4OehGuX5uIV,https://api.spotify.com/v1/audio-analysis/1hF0AawNZYY4OehGuX5uIV,243133,4
0.741,0.589,6,-7.823,0,0.0322,0.00309,0.291,0.0838,0.212,125.988,audio_features,5zEYxp7s91JAnddKyIGQeq,spotify:track:5zEYxp7s91JAnddKyIGQeq,https://api.spotify.com/v1/tracks/5zEYxp7s91JAnddKyIGQeq,https://api.spotify.com/v1/audio-analysis/5zEYxp7s91JAnddKyIGQeq,243133,4
0.736,0.589,1,-6.904,1,0.109,0.00246,0.194,0.0787,0.191,90.001,audio_features,5pdKWm9GEKDFcsWamrGYMe,spotify:track:5pdKWm9GEKDFcsWamrGYMe,https://api.spotify.com/v1/tracks/5pdKWm9GEKDFcsWamrGYMe,https://api.spotify.com/v1/audio-analysis/5pdKWm9GEKDFcsWamrGYMe,176000,4
0.778,0.589,10,-7.687,1,0.0573,0.00204,0.896,0.302,0.471,127.999,audio_features,1WYEUWSnkZgyR3e6l4VeXo,spotify:track:1WYEUWSnkZgyR3e6l4VeXo,https://api.spotify.com/v1/tracks/1WYEUWSnkZgyR3e6l4VeXo,https://api.spotify.com/v1/audio-analysis/1WYEUWSnkZgyR3e6l4VeXo,190747,4
0.608,0.589,2,-6.948,1,0.0401,0.71,0,0.0848,0.305,133.829,audio_features,6eklTsw644OhNc9pahZuir,spotify:track:6eklTsw644OhNc9pahZuir,https://api.spotify.com/v1/tracks/6eklTsw644OhNc9pahZuir,https://api.spotify.com/v1/audio-analysis/6eklTsw644OhNc9pahZuir,202227,4
0.668,0.589,0,-6.978,1,0.1,0.289,0,0.279,0.813,91.053,audio_features,1gACe11pZiy8Xv3SY0ocyz,spotify:track:1gACe11pZiy8Xv3SY0ocyz,https://api.spotify.com/v1/tracks/1gACe11pZiy8Xv3SY0ocyz,https://api.spotify.com/v1/audio-analysis/1gACe11pZiy8Xv3SY0ocyz,140444,4
0.727,0.589,2,-10.481,1,0.0791,0.127,0.805,0.0701,0.541,151.94,audio_features,5Th0GP1AKeHSCXlWwN5lRK,spotify:track:5Th0GP1AKeHSCXlWwN5lRK,https://api.spotify.com/v1/tracks/5Th0GP1AKeHSCXlWwN5lRK,https://api.spotify.com/v1/audio-analysis/5Th0GP1AKeHSCXlWwN5lRK,80625,4
0.574,0.589,3,-8.036,1,0.0373,0.95,0.692,0.27,0.943,105.809,audio_features,6HC5RIcwv4AqflVBrSjt24,spotify:track:6HC5RIcwv4AqflVBrSjt24,https://api.spotify.com/v1/tracks/6HC5RIcwv4AqflVBrSjt24,https://api.spotify.com/v1/audio-analysis/6HC5RIcwv4AqflVBrSjt24,109134,5
0.778,0.589,10,-7.687,1,0.0573,0.00204,0.896,0.302,0.471,127.999,audio_features,6yVI2YiMyKRMA3uvL0UoiP,spotify:track:6yVI2YiMyKRMA3uvL0UoiP,https://api.spotify.com/v1/tracks/6yVI2YiMyKRMA3uvL0UoiP,https://api.spotify.com/v1/audio-analysis/6yVI2YiMyKRMA3uvL0UoiP,190747,4
0.731,0.589,8,-5.719,1,0.0255,0.0118,0.000505,0.156,0.275,105.042,audio_features,5WHWONgQ8l1GGp0QqAVRwj,spotify:track:5WHWONgQ8l1GGp0QqAVRwj,https://api.spotify.com/v1/tracks/5WHWONgQ8l1GGp0QqAVRwj,https://api.spotify.com/v1/audio-analysis/5WHWONgQ8l1GGp0QqAVRwj,228000,4
0.681,0.589,7,-8.385,1,0.263,0.0471,0,0.181,0.515,189.891,audio_features,6H2umq1ygyDJlqq8fQfpnH,spotify:track:6H2umq1ygyDJlqq8fQfpnH,https://api.spotify.com/v1/tracks/6H2umq1ygyDJlqq8fQfpnH,https://api.spotify.com/v1/audio-analysis/6H2umq1ygyDJlqq8fQfpnH,210051,4
0.663,0.589,6,-9.618,1,0.036,0.0201,0.877,0.0889,0.487,127.967,audio_features,480hheWolwyTOAePPbzDZH,spotify:track:480hheWolwyTOAePPbzDZH,https://api.spotify.com/v1/tracks/480hheWolwyTOAePPbzDZH,https://api.spotify.com/v1/audio-analysis/480hheWolwyTOAePPbzDZH,171875,4
0.745,0.589,9,-7.788,1,0.032,0.00329,0.314,0.0882,0.228,125.975,audio_features,00amgTRPvNHytzDYK51HDM,spotify:track:00amgTRPvNHytzDYK51HDM,https://api.spotify.com/v1/tracks/00amgTRPvNHytzDYK51HDM,https://api.spotify.com/v1/audio-analysis/00amgTRPvNHytzDYK51HDM,235373,4
0.683,0.714,5,-5.689,0,0.0402,0.0342,6.15E-06,0.0723,0.926,133.008,audio_features,5yvimw26EXl7FjNAS07MVL,spotify:track:5yvimw26EXl7FjNAS07MVL,https://api.spotify.com/v1/tracks/5yvimw26EXl7FjNAS07MVL,https://api.spotify.com/v1/audio-analysis/5yvimw26EXl7FjNAS07MVL,219613,4
0.705,0.714,6,-11.988,0,0.049,0.00587,0.897,0.0369,0.348,124.999,audio_features,33YOrZCwa4CAdllrVUQOnN,spotify:track:33YOrZCwa4CAdllrVUQOnN,https://api.spotify.com/v1/tracks/33YOrZCwa4CAdllrVUQOnN,https://api.spotify.com/v1/audio-analysis/33YOrZCwa4CAdllrVUQOnN,231168,4
0.669,0.714,4,-6.067,0,0.0245,0.0118,2.35E-05,0.258,0.528,97.012,audio_features,2ucEdsD7dUyl7wQPzH7Dlh,spotify:track:2ucEdsD7dUyl7wQPzH7Dlh,https://api.spotify.com/v1/tracks/2ucEdsD7dUyl7wQPzH7Dlh,https://api.spotify.com/v1/audio-analysis/2ucEdsD7dUyl7wQPzH7Dlh,281667,4
0.717,0.714,9,-5.373,0,0.122,0.0866,0,0.18,0.446,124.911,audio_features,1LopWF5XCEzwsPAtB4Uv7q,spotify:track:1LopWF5XCEzwsPAtB4Uv7q,https://api.spotify.com/v1/tracks/1LopWF5XCEzwsPAtB4Uv7q,https://api.spotify.com/v1/audio-analysis/1LopWF5XCEzwsPAtB4Uv7q,208048,4
0.56,0.714,5,-8.29,0,0.944,0.877,0,0.862,0.435,71.519,audio_features,7lS5QC2bMzI2zEOEGJ6AQy,spotify:track:7lS5QC2bMzI2zEOEGJ6AQy,https://api.spotify.com/v1/tracks/7lS5QC2bMzI2zEOEGJ6AQy,https://api.spotify.com/v1/audio-analysis/7lS5QC2bMzI2zEOEGJ6AQy,298987,4
0.635,0.714,5,-6.556,0,0.188,0.000236,2.16E-06,0.356,0.638,144.951,audio_features,0iNRz5gIbhb4jOyUetsdFC,spotify:track:0iNRz5gIbhb4jOyUetsdFC,https://api.spotify.com/v1/tracks/0iNRz5gIbhb4jOyUetsdFC,https://api.spotify.com/v1/audio-analysis/0iNRz5gIbhb4jOyUetsdFC,194512,4
0.712,0.714,5,-8.398,0,0.0385,0.317,0,0.134,0.939,92.015,audio_features,19fIzCZhnrJKRlz9WgHqSq,spotify:track:19fIzCZhnrJKRlz9WgHqSq,https://api.spotify.com/v1/tracks/19fIzCZhnrJKRlz9WgHqSq,https://api.spotify.com/v1/audio-analysis/19fIzCZhnrJKRlz9WgHqSq,166531,4
0.8,0.714,4,-9.821,0,0.161,0.138,0.692,0.0888,0.151,120.003,audio_features,2B1mClSJCMGM39zrNv2JkZ,spotify:track:2B1mClSJCMGM39zrNv2JkZ,https://api.spotify.com/v1/tracks/2B1mClSJCMGM39zrNv2JkZ,https://api.spotify.com/v1/audio-analysis/2B1mClSJCMGM39zrNv2JkZ,370453,4
0.666,0.714,6,-11.109,1,0.0416,0.0042,0.948,0.134,0.119,99.991,audio_features,7u2gPGZgPLZmFJ2sqFgXXf,spotify:track:7u2gPGZgPLZmFJ2sqFgXXf,https://api.spotify.com/v1/tracks/7u2gPGZgPLZmFJ2sqFgXXf,https://api.spotify.com/v1/audio-analysis/7u2gPGZgPLZmFJ2sqFgXXf,208615,4
