track_name,track_id,track_number,duration_ms,album_type,artists,total_tracks,album_name,release_date,label,album_popularity,album_id,artist_id,artist_0,artist_1,artist_2,artist_3,artist_4,artist_5,artist_6,artist_7,artist_8,artist_9,artist_10,artist_11,duration_sec
Kapitel 13.6 - Dark Selection – Black Rebel Lovers,164eOKoHb0b7gTCv1vwCML,46,210400,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,210.4
Kapitel 13.7 & Kapitel 14.1 - Dark Selection – Black Rebel Lovers,2uhJW9eDG0V1k5VRQTzw5U,47,186210,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,186.21
Kapitel 6.4 & Kapitel 7.1 - Dark Selection – Black Rebel Lovers,48V8fhDf7xqXJKup4kidWs,18,194338,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,194.338
Kapitel 11.4 - Dark Selection – Black Rebel Lovers,0Rxv7tb7lahGd61BhU3vwt,35,201300,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,201.3
Kapitel 8.6 - Dark Selection – Black Rebel Lovers,1IgnHb9Y1PyIquwNAtSjwx,25,196200,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,196.2
Kapitel 14.3 - Dark Selection – Black Rebel Lovers,0LFgoX71WrJKZvapBuTMgj,49,249600,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,249.6
Kapitel 5.4 & Kapitel 6.1 - Dark Selection – Black Rebel Lovers,7AbH3YeatPvX9XHlvyqPCS,15,379011,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,379.011
Kapitel 6.2 - Dark Selection – Black Rebel Lovers,6yVsJA6Is7H65vDcLb9QiO,16,208000,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,208
Kapitel 1.3 - Dark Selection – Black Rebel Lovers,3JWtqfnMHrXpmJJwJAJ8sk,3,219600,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,219.6
Kapitel 5.3 - Dark Selection – Black Rebel Lovers,5GBPhLvBsqu4HiTcGfXIrf,14,319500,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,319.5
Kapitel 14.4 - Dark Selection – Black Rebel Lovers,14LRch4PqKkUmQeAd8Rycp,50,197500,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,197.5
Kapitel 10.3 - Dark Selection – Black Rebel Lovers,6VVSlSqzclVQ5Z1jpUtdGN,30,186500,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,186.5
Kapitel 12.2 - Dark Selection – Black Rebel Lovers,6boy4Ly5OHwzQ0mzzXRJB8,38,201600,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,201.6
Kapitel 3.3 - Dark Selection – Black Rebel Lovers,19l4UAtJlTwE4Xix8WApgs,8,249800,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,249.8
Kapitel 8.8 & Kapitel 9.1 - Dark Selection – Black Rebel Lovers,3d7QaHFTSerR8NVFcrMtC0,27,255247,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,255.247
Kapitel 4.3 - Dark Selection – Black Rebel Lovers,0ESA113mEt4RddFlJP0pUL,11,211200,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,211.2
Kapitel 11.3 - Dark Selection – Black Rebel Lovers,3OkXnWV91pWVZdCuljOHmD,34,188800,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,188.8
Kapitel 8.4 - Dark Selection – Black Rebel Lovers,3Jl7ESUS1qEctWkbTyiceQ,23,186200,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,186.2
Intro & Kapitel 1.1 - Dark Selection – Black Rebel Lovers,4e8vhGcWiMNAQ1N8V6pDtx,1,205991,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,205.991
Kapitel 10.4 - Dark Selection – Black Rebel Lovers,1Up4VFH3aOGY3L4ma3UeUz,31,186100,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,186.1
Kapitel 11.2 - Dark Selection – Black Rebel Lovers,2GzumnbpUEX2LfKzTCpnPO,33,187200,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,187.2
Kapitel 8.3 - Dark Selection – Black Rebel Lovers,45zVb0WSfpCKdijNJaXR5F,22,201300,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,201.3
Kapitel 12.5 & Kapitel 13.1 - Dark Selection – Black Rebel Lovers,4mzbAT1JwHpSTicRHinIQ9,41,188506,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,188.506
Kapitel 2.3 & Kapitel 3.1 - Dark Selection – Black Rebel Lovers,4QN4VhjLvR8pX3JTplvVVM,6,198079,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,198.079
Kapitel 7.3 & Kapitel 8.1 - Dark Selection – Black Rebel Lovers,1iafsAfJPPxtgVzaS14ST7,20,190003,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,190.003
Kapitel 11.6 & Kapitel 12.1 - Dark Selection – Black Rebel Lovers,2XdGosIwVPuvhADSCXktsB,37,206557,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,206.557
Kapitel 12.4 - Dark Selection – Black Rebel Lovers,2pSVThLsdM05TkXvB75OiY,40,247900,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,247.9
Kapitel 13.3 - Dark Selection – Black Rebel Lovers,1qOSzFpfmqjI4ZsX575Io1,43,197300,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,197.3
Kapitel 6.3 - Dark Selection – Black Rebel Lovers,3mb4XnTSQxlRuDeEXzKeBV,17,185900,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,185.9
Kapitel 13.2 - Dark Selection – Black Rebel Lovers,2dCn3VdGWDxQg2lQGKhuAv,42,196200,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,196.2
Kapitel 2.2 - Dark Selection – Black Rebel Lovers,1oj1CypF4vEzC6PjHgT2zo,5,325799,album,,92,Dark Selection – Black Rebel Lovers,2020-06-04 00:00:00 UTC,Emo Media,11,5x4B0tcwhy4nhCRxgZyJGt,0PivxdDm7nptDdgI1PWwAq,Jimmy Herz,,,,,,,,,,,,325.799
Analog Freak - Original,1nEM1BLv27DeIlbvClQnVg,2,442738,single,,3,Deep Purple Amazon Ep,2015-08-17 00:00:00 UTC,Pro B Tech Music,0,4z1YcCWrFmBySimZ67fc1g,0QxtgdoJCtQTQgIWd3jpXN,Zak Gee,,,,,,,,,,,,442.738
Deep Purple Amazon - Original,7A9CIFxfjcHmyljumSdrvM,1,413008,single,,3,Deep Purple Amazon Ep,2015-08-17 00:00:00 UTC,Pro B Tech Music,0,4z1YcCWrFmBySimZ67fc1g,0QxtgdoJCtQTQgIWd3jpXN,Zak Gee,,,,,,,,,,,,413.008
Iberican Islena - Origianl,7mp7Ro3o8VtHExcfP82Sfg,3,452289,single,,3,Deep Purple Amazon Ep,2015-08-17 00:00:00 UTC,Pro B Tech Music,0,4z1YcCWrFmBySimZ67fc1g,0QxtgdoJCtQTQgIWd3jpXN,Zak Gee,,,,,,,,,,,,452.289
Deep Pool,2S2o6k52qSiAAvsCa5jUh6,1,180809,single,,1,Deep Pool,2020-12-18 00:00:00 UTC,Nettwerk Music Group,5,1PD3qO5QcdAhe7FpJ4iew6,0RLSq3hJOLcEezH3rTpnsB,Humbird,,,,,,,,,,,,180.809
The One I Was,0wNL838lOzK5y6tWTDYS98,8,487226,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,487.226
Bloodflower,0xLh84uGejedjVCmuause5,10,275160,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,275.16
Broken Flower,0aKahNOCIHc4XjFJDAorDI,1,75626,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,75.626
Bother,2PQtuEI0qEKiqYt8fHvnpm,6,310920,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,310.92
Give My All To You,51TGdE9Se3tu36eSH2YPHo,9,385173,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,385.173
Your Painkiller,7xUXl3YEZIRZmRrDlvQHov,5,285533,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,285.533
Noone Knows,5LcjAs5mDx5oFmXc9XxqJA,7,283133,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,283.133
Silent Raindrops,68US69V1HySdEpoXmGE6Cu,3,242173,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,242.173
The Sighing,2dnbQD2KhnctMvHmMcAcaD,2,252800,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,252.8
Just A Memory,2sgCE57NF3kAMYjG0wS4rR,4,377413,album,,10,Broken Flower,2013-11-18 00:00:00 UTC,7hard/7us,2,3DZj79RkrMh2ugojVmzGqu,0RXQHbN35PXyu9zzKig4ga,Black Daffodils,,,,,,,,,,,,377.413
Deep Peace,0dJiUkROnUgkbivBnFSJHn,1,234125,single,,1,Deep Peace,2018-09-28 00:00:00 UTC,Echoes Blue Music,0,6axToAlItzddaB8RN1QVvz,0S3L6vtzNN4ArFWH2709SB,Salt Of The Sound,,,,,,,,,,,,234.125
I'D Like,6aumoiwVk5CVNStMg0gUOm,5,203666,single,,5,Black Sabbath,2021-05-19 00:00:00 UTC,インペリアルレコード,3,3850hqF7jnWcon0XUc1896,0SAl4b99KpWVOh0fTyf7qc,8bitBRAIN,,,,,,,,,,,,203.666
Black Sabbath,7gNxXbe8T5YWSEwhkrX2i4,1,230466,single,,5,Black Sabbath,2021-05-19 00:00:00 UTC,インペリアルレコード,3,3850hqF7jnWcon0XUc1896,0SAl4b99KpWVOh0fTyf7qc,8bitBRAIN,,,,,,,,,,,,230.466
Drink It Up!,6PEo9FsNA2GawYSLfeDQvm,4,219366,single,,5,Black Sabbath,2021-05-19 00:00:00 UTC,インペリアルレコード,3,3850hqF7jnWcon0XUc1896,0SAl4b99KpWVOh0fTyf7qc,8bitBRAIN,,,,,,,,,,,,219.366
Sense Of Guilt,67HMnIyY5YeRaymt4tU2LH,2,254333,single,,5,Black Sabbath,2021-05-19 00:00:00 UTC,インペリアルレコード,3,3850hqF7jnWcon0XUc1896,0SAl4b99KpWVOh0fTyf7qc,8bitBRAIN,,,,,,,,,,,,254.333
Why Fight!?,1975Flfb6zOtcypHZyD4X8,3,190400,single,,5,Black Sabbath,2021-05-19 00:00:00 UTC,インペリアルレコード,3,3850hqF7jnWcon0XUc1896,0SAl4b99KpWVOh0fTyf7qc,8bitBRAIN,,,,,,,,,,,,190.4
Black Sabbath,5ZnUJkwrjHJhsSDitLgY3C,1,229951,single,,1,Black Sabbath,2021-04-21 00:00:00 UTC,インペリアルレコード,1,4t3Ep3X3ZGc23YJeQAzUCG,0SAl4b99KpWVOh0fTyf7qc,8bitBRAIN,,,,,,,,,,,,229.951
Stone Free,07A3SQdA8Hgfc6mSyjLVsd,3,220551,single,,3,Purple Haze - A Tribute To Jimi Hendrix,2012-04-04 00:00:00 UTC,2012 Ameritz Music Ltd.,0,6tsxn6aw1GqwBGMx3ta8id,0STlo1molPNwMNcipxdqzW,Ameritz Tribute Club,,,,,,,,,,,,220.551
Purple Haze,2eb7odvyfPraS4Dq81SiCF,2,168640,single,,3,Purple Haze - A Tribute To Jimi Hendrix,2012-04-04 00:00:00 UTC,2012 Ameritz Music Ltd.,0,6tsxn6aw1GqwBGMx3ta8id,0STlo1molPNwMNcipxdqzW,Ameritz Tribute Club,,,,,,,,,,,,168.64
Hey Joe,1a0h775NRb3mcaugDVpSY9,1,198840,single,,3,Purple Haze - A Tribute To Jimi Hendrix,2012-04-04 00:00:00 UTC,2012 Ameritz Music Ltd.,0,6tsxn6aw1GqwBGMx3ta8id,0STlo1molPNwMNcipxdqzW,Ameritz Tribute Club,,,,,,,,,,,,198.84
Fuck,0UCknKmLED3c3RrhFv0iwR,8,173793,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,,,,,,,,,,,,173.793
Deep Purple,2mgMIBmXlR68MVzRUvFZ8D,2,229333,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,,,,,,,,,,,,229.333
Deserter,5OXN9A2FdQfNsHMoxAeOwb,5,188689,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,$EKINΞ the GallanT,,,,,,,,,,,188.689
Mental Health,7529KUHjMGVk2OcZIuwDnH,6,216000,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,,,,,,,,,,,,216
Intro,6fIBYItnYMkbhXeeEErevY,1,46642,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,,,,,,,,,,,,46.642
Murder Weapon,5JO7NuTKurvmNsgDVs7bDd,9,158400,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,$EKINΞ the GallanT,,,,,,,,,,,158.4
Nobuddy Knows Emotion,4rTdX6UqoTeirDnnLRqqEr,10,289737,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,Derek Mosuta,$EKINΞ the GallanT,Cry-B,,,,,,,,,289.737
Downer Drug,208bDBdoAV2VkWXVjnCFqS,4,205241,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,,,,,,,,,,,,205.241
What Do You Need?,3bF68GsiMTxuc6MteJFw8h,7,203294,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,fotprt,,,,,,,,,,,203.294
Loose,73xavQQtWwURTuGcO8tiSZ,3,170666,album,,10,Deep Purple,2023-08-02 00:00:00 UTC,Lyra,0,1yQgsPTMoZs0j2o59QjBwY,0SnTuoL4RC6TpJ9gMQEK5T,LYRA,,,,,,,,,,,,170.666
Black Sacrament,4VS9hBYi1LhV8Y2yOYppU8,1,250619,single,,1,Black Sacrament,2020-11-14 00:00:00 UTC,Darkghoul Studios,0,0fqzEOzvuwtxYs7SIlKHGX,0Sz3VMtEFrNn1vaat0FqK9,Evergloam,,,,,,,,,,,,250.619
Sabbath,33j2IfNVd1p06OD08VSMtP,1,152875,single,,1,Sabbath,2022-11-25 00:00:00 UTC,Goost Music,10,6Yn5FV1Bd3qhtiGG7H4FF0,0TkciLiDPBbrwTrOG5Kvj2,FindMyName,,,,,,,,,,,,152.875
Unholyc Night ~Black Sabbath~,0kwzPelE5kokbswqlCjkdc,1,96000,single,,2,Unholyc Night ~Black Sabbath~,2020-08-19 00:00:00 UTC,Prettybusy Live!,0,1OfKhgMb7cwovOzsumiXih,0Tw87c94nYC2DL14wPBJOC,Kim Se-heon,,,,,,,,,,,,96
Unholyc Night ~Black Sabbath~ - Instrumental,4JnNC2ne6vsSSXToBXXKqk,2,96000,single,,2,Unholyc Night ~Black Sabbath~,2020-08-19 00:00:00 UTC,Prettybusy Live!,0,1OfKhgMb7cwovOzsumiXih,0Tw87c94nYC2DL14wPBJOC,Kim Se-heon,,,,,,,,,,,,96
What I'Ve Done,1Qhs1wk2cfzRxuqS0SDRRt,4,207653,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,207.653
One Step Closer,5V7277ZrQI4cfxekxqh5uZ,9,145493,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,145.493
Numb,5WHy1gBQfS5MthDAPKpc62,5,202946,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,202.946
Bleed It Out,1MP23am0jp6klWy8G5DqJZ,6,169773,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,169.773
Shadow Of The Day,2kN36ACZlBYuZ94megGt30,7,238173,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,238.173
Leave Out All The Rest,57FDMcFfJB1QBCYQEuFZGB,8,199160,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,199.16
Not Alone,0TdwW5macBEzjhO30q9jcx,1,199346,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,199.346
Faint,33HOFNYORv4V5Cjobyc38D,11,155093,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,155.093
New Divide,6PDQbJLPyIjGohXrWHCnvn,2,272640,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,272.64
In The End,7yyqvwyD1hR4ww3trAzMw3,3,205253,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,205.253
Crawling,19B6YebJRjaMLiLpQOXsn6,10,219493,album,,11,Linkin Park String Tribute,2010-08-31 00:00:00 UTC,CC Entertainment,0,1reh40oH45Bml86Obhgb6i,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,219.493
My Hero,6qW9DckN72opwyBseybRRQ,5,198866,album,,10,Foo Fighters String Tribute,2011-04-19 00:00:00 UTC,CC Entertainment,2,39NBmRFJBt1DpY7gDTnhSp,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,198.866
Times Like These,1RqfsCKNpkKZb7dGzGxo9d,8,231533,album,,10,Foo Fighters String Tribute,2011-04-19 00:00:00 UTC,CC Entertainment,2,39NBmRFJBt1DpY7gDTnhSp,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,231.533
Best Of You,7hl9iPFFSCXzEUwjbfsw6M,6,252693,album,,10,Foo Fighters String Tribute,2011-04-19 00:00:00 UTC,CC Entertainment,2,39NBmRFJBt1DpY7gDTnhSp,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,252.693
Let It Die,3yWl4Ii7pu59f7QGZsXhJN,7,258933,album,,10,Foo Fighters String Tribute,2011-04-19 00:00:00 UTC,CC Entertainment,2,39NBmRFJBt1DpY7gDTnhSp,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,258.933
Long Road To Ruin,0fzMkapsrsUT11AzCs7jGD,10,200533,album,,10,Foo Fighters String Tribute,2011-04-19 00:00:00 UTC,CC Entertainment,2,39NBmRFJBt1DpY7gDTnhSp,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,200.533
Learn To Fly,0omZrSNPh9rXnAKMqWIEVs,4,201440,album,,10,Foo Fighters String Tribute,2011-04-19 00:00:00 UTC,CC Entertainment,2,39NBmRFJBt1DpY7gDTnhSp,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,201.44
The Pretender,52lPU81ZsB6OEmq5HvoYM3,2,254133,album,,10,Foo Fighters String Tribute,2011-04-19 00:00:00 UTC,CC Entertainment,2,39NBmRFJBt1DpY7gDTnhSp,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,254.133
Monkey Wrench,5KRlAXmplVincTlz2i1LFI,9,238946,album,,10,Foo Fighters String Tribute,2011-04-19 00:00:00 UTC,CC Entertainment,2,39NBmRFJBt1DpY7gDTnhSp,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,238.946
Rope,7uMaxzbGUQR0TfeTNBhGoZ,1,251000,album,,10,Foo Fighters String Tribute,2011-04-19 00:00:00 UTC,CC Entertainment,2,39NBmRFJBt1DpY7gDTnhSp,0UBf3C5SmZIFSfsIfsfzWH,String Tribute Players,,,,,,,,,,,,251
